Symbol,int2,
CG13949,4,
CG13949,1,
stg,31,
CG13950,2,
CG13950,75,
l(2)k10201,30,
CG13955,14,
sick,21,
CG13962,29,
CG13962,1,
sick,12,
CG13965,15,
CG13965,1,
CG43861,9,
CG13972,1,
CG13991,1,
CG13992,10,
CG13993,12,
CG13993,8,
CG13993,17,
CG13993,5,
CG13993,20,
CG13996,74,
CG13996,69,
Vm26Ac,29,
CG13999,27,
Cul5,2,
CG14011,46,
CG14011,9,
tomb,2,
CG14024,23,
Bsg25D,17,
Bsg25D,2,
cype,1,
Bub1,3,
qtc,2,
Ran,12,
CG14043,10,
CG14044,15,
CG14044,8,
CG14044,11,
Ilp6,1,
CG14053,2,
CG14053,21,
CG14053,25,
CG14053,8,
CG14054,36,
CG14071,3,
CG14071,9,
CG14071,2,
CG14073,3,
CG14073,34,
CG14074,1,
CG14075,15,
CG14075,2,
CG14079,3,
ms(3)76Ca,3,
ms(3)76Ca,23,
CG14102,13,
CG14104,11,
CG14104,6,
CG14104,1,
CG14110,26,
CG14110,51,
SNCF,1,
CG14113,4,
CG14113,33,
CG43894,51,
CG43894,13,
CG43894,2,
CG14120,3,
ver,15,
Smyd4,66,
CG44837,24,
CG44837,16,
CG14128,24,
Pallidin,6,
Pallidin,4,
Pallidin,32,
Pallidin,27,
Pallidin,59,
Blos2,4,
Blos2,12,
Blos2,60,
Blos2,6,
Blos2,1,
Blos4,27,
Blos4,46,
CG14151,20,
CG14154,3,
Or67c,3,
Zasp67,12,
Zasp67,12,
Zasp67,19,
slgA,7,
CG33926,3,
CG14182,48,
CG14183,5,
CG14186,32,
CG14186,27,
CG14191,2,
HP1D3csd,2,
HP1D3csd,3,
Slu7,1,
CG14204,1,
RpS10b,41,
RpS10b,19,
CG14207,14,
CG14207,4,
CG14207,8,
CG14212,16,
Tao,3,
p115,22,
p115,2,
p115,6,
p115,2,
CG14220,3,
CG14220,12,
CG14223,1,
Ubqn,12,
Ubqn,4,
Ubqn,17,
dome,148,
Mer,7,
Mer,1,
CG14232,2,
CG14232,3,
CG14232,12,
CG14232,8,
meso18E,26,
CoVIb,1,
TwdlD,79,
TwdlD,2,
TwdlD,6,
TwdlD,4,
ms(3)K81,3,
CG14253,46,
ng2,6,
CG1427,13,
CG14274,20,
CG14274,19,
CG14282,6,
EndoA,20,
EndoA,13,
EndoA,23,
CG14297,16,
fru,3,
CG14315,3,
CG14317,2,
CG14317,59,
CG14323,14,
CG14323,2,
CG14323,177,
CG14332,15,
CBP,20,
CBP,5,
CG14353,56,
CG14354,9,
CG14357,10,
CG42500,16,
CG14367,16,
CG14367,49,
CG14380,3,
CG14383,4,
CG14383,11,
CG14410,9,
CG14410,51,
CG14410,31,
CG14410,1,
CG14410,23,
CG14414,13,
CG14419,3,
CG14422,10,
CG14427,5,
CG14443,26,
CG14443,4,
CG14445,5,
CG14446,30,
CG14450,13,
CG14454,18,
CG14456,6,
Src42A,7,
CG14478,64,
Inx3,2,
CG14482,11,
Ir54a,18,
Ir54a,23,
Ir54a,151,
Ir54a,10,
Ir54a,9,
Ir54a,67,
CG14488,6,
zfh2,10,
CG14490,1,
CG14490,24,
CG14490,13,
CG14490,10,
CG14506,2,
CG14506,16,
CG14506,20,
CG14506,4,
CG14506,11,
CG14508,4,
yem,9,
yem,23,
Brd8,5,
Brd8,19,
CG14528,25,
TwdlE,57,
TwdlE,1,
TwdlE,43,
TwdlE,8,
TwdlE,19,
TwdlE,17,
Herp,5,
wdn,22,
CG14540,1,
Vps2,27,
CG14544,9,
CG14544,1,
CG14544,8,
CG14546,21,
CG14546,7,
CG14546,4,
CG14546,3,
CG14546,26,
CG14546,8,
CG14546,5,
E(spl)mbeta-HLH,7,
E(spl)mbeta-HLH,85,
Sld5,11,
Sld5,56,
CanA1,48,
CanA1,4,
CG14551,6,
CG14556,8,
CG14556,100,
CG14568,9,
CG14569,3,
ORMDL,9,
Ir20a,1,
CG14589,22,
CG14589,33,
CG14589,15,
CG14589,33,
CG14598,3,
CG14606,6,
CG14609,6,
CG1461,50,
CG1461,1,
e(y)2b,4,
e(y)2b,13,
e(y)2b,24,
e(y)2b,12,
e(y)2b,104,
Cp110,7,
tilB,29,
CG14625,237,
CG14625,7,
CG14625,15,
CG14625,19,
CG14625,17,
CG14625,8,
CG43867,18,
CG14634,2,
abs,14,
ey,14,
CG14641,7,
CG14641,33,
CG14641,6,
TwdlG,18,
CG14645,56,
CG14647,240,
CG14647,97,
CG14647,5,
CG14647,1,
CG14658,2,
CG14667,114,
CG14667,1,
Syx16,4,
Syx16,2,
Syx16,40,
Syx16,12,
CG14684,3,
CG14684,5,
Cap-H2,20,
Cap-H2,3,
CG14688,8,
CG14692,25,
CG14692,35,
CG14696,57,
Gycbeta100B,6,
PGRP-LB,7,
CG14708,55,
CG14711,3,
CG14711,1,
CG14712,13,
CG42327,3,
I-t,6,
I-t,1,
Sec24AB,33,
CoVa,2,
CoVa,11,
Tk,30,
CG14739,35,
CG14739,28,
Es2,20,
Es2,7,
RpL13A,9,
RpL13A,3,
RpL13A,36,
Vps25,30,
Vps25,4,
Vps25,162,
CG14756,49,
Cp36,31,
Cp36,94,
Ns3,11,
MED18,9,
CG14803,63,
CG14803,5,
CG14803,8,
deltaCOP,1,
CG14814,10,
Pex5,3,
Pex5,2,
Pex5,3,
Pex5,1,
Pex5,14,
Pex5,1,
Pex5,1,
Pex5,10,
Pex5,15,
Pex5,5,
Pex5,13,
Pgam5,3,
CG14818,3,
CG14818,5,
CG14818,91,
CG14818,89,
CG14818,1,
CG14818,59,
CG14820,13,
CG14820,41,
mei-P22,2,
CG14829,5,
CG14830,6,
CG14830,3,
CG14837,11,
CG14837,2,
CG14850,1,
CG14853,4,
CG14853,26,
CG14855,131,
CG1486,15,
CG1486,3,
CG1486,6,
CG14860,3,
CG14864,15,
CG14864,11,
CG14864,4,
CG14866,8,
AdamTS-A,1,
AdamTS-A,6,
AdamTS-A,78,
AdamTS-A,10,
AdamTS-A,7,
AdamTS-A,6,
AdamTS-A,13,
krz,2,
krz,20,
krz,80,
krz,1,
krz,1,
CG14870,24,
CG14870,4,
CG14879,10,
CG14882,9,
CSN5,21,
CSN5,27,
Gyc-89Da,3,
Rpt6,5,
Rpt6,37,
Rpt6,29,
CG14894,21,
CG14898,4,
Usp7,7,
Usp7,6,
Scp2,10,
CG14905,17,
CG14905,7,
CG14905,47,
CG42747,40,
AstC,6,
spz4,2,
CG14932,12,
CG14932,26,
CG14933,7,
Mal-B2,17,
Tsp33B,14,
BtbVII,62,
CG14961,23,
CG14961,154,
Asciz,33,
CG14965,18,
CG14965,3,
CG14977,2,
CG14985,10,
CG14989,28,
CG14989,24,
Ack,43,
CG14995,9,
CG14995,1,
RfC4,36,
Teh2,16,
Cpr64Aa,6,
Cpr64Ac,14,
CG15022,4,
CG15025,48,
CG43737,4,
CG43737,7,
CG1503,5,
CG15036,4,
CG15042,56,
CG15056,3,
CG15067,46,
CG15068,2,
CG15071,11,
CG15071,6,
CG15071,2,
CG15071,2,
CG15071,6,
CG15080,25,
CG15080,63,
CG15080,13,
CG15080,19,
CG15080,2,
CG15080,87,
CG15087,7,
CG15087,2,
CG15093,53,
Jheh1,1,
Jheh2,78,
tn,3,
CG15109,3,
CG15109,5,
CG15109,26,
CG15109,79,
ena,12,
CG15116,360,
mip40,17,
Ir56b,38,
CG15124,6,
CG15124,4,
CG15124,3,
CG15124,2,
CG15124,12,
CG15125,11,
CG15126,12,
CG1513,45,
CG1513,31,
CG1513,12,
CG15130,14,
elfless,7,
elfless,15,
CG15152,3,
CG15152,36,
CG15153,37,
Socs36E,20,
CG15161,36,
CG15167,1,
CG15169,1,
CG15185,7,
Prosalpha7,9,
Prosalpha7,1,
CG43155,5,
CG15198,9,
CG15199,60,
WASp,22,
CG15209,9,
CycK,18,
CycK,15,
CycK,3,
RPA3,2,
CkIIbeta,9,
CkIIbeta,57,
CkIIbeta,37,
CG1523,18,
CG15239,28,
CG15239,20,
CG15249,3,
dao,15,
Pburs,24,
wb,35,
CG15293,17,
CG15293,2,
CG43347,15,
CG43347,38,
Or9a,6,
CG15308,34,
CG15330,4,
CG15336,3,
CG15337,21,
Dip1,75,
Dip1,16,
Dip1,41,
CG15370,10,
CG15370,8,
CG15370,345,
CG15370,14,
CG43689,5,
CG43689,12,
tmod,3,
Spindly,28,
CG15422,3,
CG15422,2,
CG15422,12,
CG15422,7,
CG15422,43,
CG15422,9,
CG15422,7,
CG15422,3,
CG15422,11,
CG15423,35,
CG15423,79,
CG15425,4,
CG15435,10,
CG15435,2,
CG15435,3,
CG15436,17,
CG15436,20,
CG15436,111,
CG15436,62,
morgue,13,
CG15440,89,
CG15450,31,
RunxB,4,
CG15458,61,
SIP3,18,
SIP3,164,
SIP3,5,
CG15472,119,
CG15472,4,
CG15475,17,
CG15478,2,
CG15478,32,
CG15479,22,
Ski6,18,
CG15482,6,
CG15482,1,
CG1550,6,
CheB93a,2,
dmrt99B,2,
CG15515,84,
Capa,4,
Sas-6,25,
CG15525,3,
CG15526,3,
CG15529,1,
CG15529,1,
Nop17l,4,
Nop17l,3,
CG15530,3,
CG15531,3,
hdc,8,
CG15544,6,
CG15546,10,
CG15561,21,
CG15564,26,
CG15564,1,
CG15576,6,
CG15576,100,
CG15577,34,
CG15578,6,
CG15578,2,
CG15580,19,
Osi1,13,
Osi24,31,
Osi10,22,
CG15615,4,
CG15618,7,
CG15631,22,
CG15631,16,
CG15631,20,
CG15631,3,
CG15631,6,
CG15631,24,
CG15631,6,
CG15631,145,
CG15631,6,
CG15631,2,
CG15631,24,
Taf12L,9,
Elba3,2,
Elba3,6,
Elba3,45,
Elba3,25,
Elba3,11,
HP6,53,
HP6,46,
HP6,4,
CG15638,182,
CG15646,13,
CG15646,4,
CG15646,6,
CG15651,42,
Lapsyn,4,
CG15676,15,
CG15676,10,
CG15676,24,
CG15676,6,
RpS20,12,
CG15705,3,
CG15705,2,
CG15705,1,
krimp,34,
CG15710,34,
CG15710,5,
CG15717,16,
Chrac-16,6,
wisp,4,
CG15741,12,
Neto,6,
Neto,9,
CG15754,4,
Cpr12A,15,
CG15760,11,
CG15764,2,
CG15764,88,
CG15772,8,
CG15772,2,
Tre1,18,
CG1578,5,
Vsx2,2,
Vsx2,2,
Vsx2,4,
Vsx2,15,
Vsx2,4,
CG15803,3,
pfk,36,
CG15831,6,
Adf1,45,
Adf1,21,
Adf1,9,
Adf1,19,
Adf1,6,
Eip63F-1,46,
Pka-R2,1,
Pka-R2,9,
CG15863,9,
CG15863,15,
Crk,10,
Crk,5,
Crk,38,
CG15878,20,
Cpr97Eb,1,
Cpr97Eb,29,
Cpr97Eb,11,
Ravus,24,
REG,39,
CG15912,9,
CG15914,6,
CG15916,15,
CG15923,1,
CG1598,20,
CG1598,48,
Drat,38,
CG1602,32,
Ork1,5,
comt,42,
Hmr,35,
Coop,2,
Coop,12,
CG1622,53,
CG1622,16,
CG1622,74,
IP3K2,14,
CG1631,10,
Jafrac1,17,
Jafrac1,8,
Nrg,4,
CG1635,11,
CG1635,5,
CG1636,18,
CG1638,9,
CG1638,15,
Atg5,19,
Atg5,24,
CG1647,2,
CG1648,3,
sofe,73,
sofe,5,
Doa,8,
unc-119,23,
Tim9a,8,
CG1671,3,
CG16711,13,
CG16717,4,
CG16719,3,
CG16719,13,
CG16721,17,
CG16721,53,
CG16721,7,
CG16721,45,
Smn,13,
Smn,25,
Smn,23,
Git,3,
CG16734,4,
CG16734,6,
slp1,4,
CG1674,28,
Rh2,26,
Oda,22,
Oda,17,
Oda,29,
Ntmt,12,
CG16753,9,
CG16758,74,
cactin,11,
cactin,62,
cactin,23,
cactin,42,
cactin,19,
cactin,4,
CG1677,75,
CG16781,1,
pr,25,
pr,2,
CG16790,20,
SmF,1,
SmF,86,
SmF,11,
GstT4,7,
CG16812,66,
CG16812,2,
CG16812,10,
CG16826,121,
lectin-33A,21,
CG16838,16,
Art8,18,
CG16852,33,
CG16854,8,
Ance-2,2,
Ance-2,4,
Acyp,61,
Vm32E,28,
NimC3,56,
CG16886,1,
CG16894,10,
CG16894,3,
CG16894,1,
FoxP,45,
FoxP,11,
FoxP,9,
FoxP,17,
FoxP,37,
CG16926,12,
CG16941,1,
CG16947,25,
CG16947,34,
CG16947,15,
CG16947,3,
CG16947,51,
dgt2,9,
dgt2,6,
CG16972,24,
CG16972,3,
Sfmbt,59,
CG16978,16,
CG16978,27,
skpA,27,
skpA,9,
skpA,7,
skpA,13,
skpA,14,
skpA,57,
CG16984,5,
CG16985,31,
daw,36,
Roc1b,20,
CG17002,17,
CG17003,3,
lectin-30A,7.00,
lectin-30A,6,
CG17018,26,
GstT3,18,
CG17030,22,
CG17032,18,
CG42319,12,
CG42319,12,
yellow-e2,3,
yellow-e3,2,
klar,39,
CG17048,59,
Met,7,
CG43691,2,
CG43691,33,
CG43691,33,
CG43129,33,
CG43129,3,
CG43129,26,
CG17104,6,
CG17108,23,
CG17110,8,
hth,43,
hth,5,
CG17122,64,
CG17124,75,
CG17134,7,
CG17134,41,
Rbp1,206,
Rbp1,16,
Rbp1,12,
Rbp1,84,
CG17141,1,
thoc7,4,
thoc7,1,
ssp,6,
ssp,4,
CG17154,17,
squ,12,
squ,38,
squ,2,
su(f),49,
ACXA,5,
Kah,22,
MED30,83,
CG17186,8,
CG17190,65,
CG17219,17,
CG17221,1,
Or59c,7,
CG17230,27,
CG17230,18,
PlexB,8,
dlg1,93,
Nek2,150,
GABPI,25,
GABPI,5,
CG17259,8,
CG17260,4,
CG17265,64,
CG17265,27,
CG17266,8,
AdSS,13,
CG17290,1,
CG17292,12,
CG17292,14,
CG17292,25,
Wdr82,53,
Wdr82,8,
2mit,28,
ScpX,5,
CG17325,9,
CG17325,45,
Prosbeta4,23,
Prosbeta4,18,
VhaSFD,1,
CG17337,19,
Lk6,18,
CG17344,9,
l(2)37Ce,26,
drl,1,
Taf12,32,
Taf12,43,
CG17359,2,
CG17360,12,
CG17364,1,
Lnk,7,
CG17377,13,
CG17377,7,
CG17377,1,
jigr1,2,
jigr1,1,
jigr1,1,
CG17385,9,
Ntf-2,14,
Ntf-2,6,
CG41099,5,
CG41099,3,
CG41099,1,
CG17440,8,
Cfp1,3,
Cfp1,11,
Cfp1,1,
Cfp1,1,
HP5,2,
Kif3C,40,
RpL5,7,
RpL5,1,
CG1749,6,
mad2,23,
CG1750,3,
Cbs,1,
GstE6,3,
GstE7,15,
GstE8,11,
Spf45,3,
CG17549,66,
CG17560,1,
CG17564,3,
CG17564,10,
CG17564,78,
CG17564,2,
CG17564,16,
CG17568,70,
CG17568,3,
CG17568,96,
CG17575,7,
sca,1,
cad,4,
Usf,34,
CG17593,1,
S6kII,1,
CG17599,90,
CG17599,1,
CG17599,1,
CG17599,1,
CG17599,1,
CG17601,78,
c(3)G,2,
c(3)G,26,
nod,3,
CG17637,2,
EcR,1,
CG17652,1,
CG17666,1,
CG17666,24,
CG17666,5,
CG17666,67,
CG17666,3,
CG17666,4,
CG17666,4,
CG17666,119,
CG17666,18,
SP,13,
DIP1,13,
fz,1,
HDAC4,2,
CG17712,18,
CG17712,14,
dap,2,
ZnT63C,15,
CG17737,28,
CG17738,4,
CG17739,2,
CG17739,7,
CG17739,4,
CG17744,6,
CG17744,1,
CG34401,8,
CG17765,86,
CG17765,11,
Acam,16,
Acam,6,
Acam,28,
Acam,21,
CG17777,2,
CG17777,2,
CG17777,9,
CG17777,35,
CG17778,9,
CG17778,21,
CG17778,24,
CG17778,1,
Acp29AB,8,
Acp29AB,1,
Acp29AB,59,
CG17801,11,
CG17801,25,
CG17801,1,
CG17801,2,
CG17802,4,
CG17802,5,
CG17802,2,
CG17802,2,
CG17806,30,
Uba1,7,
CG17829,6,
CG17829,5,
CG17829,18,
CG17834,13,
inv,3,
inv,90,
inv,36,
CG17841,3,
CG1785,2,
CG17855,47,
CG17855,234,
CG17856,35,
14-3-3zeta,2,
cnc,8,
cnc,36,
CG17896,16,
Cyt-c-p,57,
CG17904,34,
CG17912,1,
CG17912,1,
yellow-b,2,
CG1792,2,
CG1792,95,
Acp95EF,13,
Mhc,13,
comm,11,
HmgD,21,
Sry-alpha,13,
pan,4,
CG17985,8,
Ance-3,5,
ras,28,
CG17999,1,
CG17999,2,
pasha,2,
CG18004,5,
CG18004,20,
CG18012,1,
lt,14,
regucalcin,1,
regucalcin,21,
CG18063,10,
Cpr57A,1,
CG18067,1,
shot,3,
CG18081,2,
Dsk,29,
CG18095,1,
CG18107,68,
Vps16B,1,
CG18131,14,
CG18135,73,
CG18171,1,
Rpn11,18,
alt,4,
Map60,51,
Map60,31,
Map60,2,
CG18259,5,
CG18259,25,
CG18259,12,
CG18259,5,
CG18259,4,
CG18259,4,
CG18262,2,
CG18266,2,
slx1,7,
Act87E,8,
Act87E,3,
CG18292,1,
CG18292,5,
CG18304,5,
Aprt,10,
CSN3,2,
CG18336,10,
CG18343,2,
Rad23,4,
Mio,51,
CG18367,11,
CG18367,1,
ASPP,2,
ASPP,31,
ASPP,33,
ssp3,3,
CG18404,9,
CAP,60,
ph-p,3,
Lhr,13,
CG1847,3,
run,14,
run,2,
CG1850,1,
Ady43A,5,
Ady43A,7,
Ady43A,1.00,
CG18522,30,
Spn88Ea,8,
CG18528,7,
CG18540,2,
CG18540,27,
ttk,23,
ttk,3,
ttk,1,
ttk,2,
ttk,3,
ttk,1,
CG18563,10,
CG18568,3,
r,4,
mbt,9,
koi,2,
koi,15,
koi,4,
koi,66,
koi,5,
koi,5,
koi,2,
SmE,6,
prod,17,
Ephrin,2,
CG18624,4,
betaggt-II,8,
betaggt-II,4,
betaggt-II,1,
rad,9,
CG18649,11,
NetA,5,
CG18659,1,
Or98b,1,
Or98b,3.00,
CG18675,77,
epsilonTry,4,
e(r),5,
e(r),33,
Ef1alpha100E,15,
CG18735,24,
CG18745,42,
CG18764,12,
CG18764,1,
CG18764,75,
CG18766,3,
CG18766,44,
CG31826,3,
OS9,19,
OS9,1,
Capr,3,
CG1888,7,
Rab40,115,
mav,2,
alph,10,
sty,9,
sty,3,
sty,5,
sty,61,
ImpE2,22,
Cyp4p2,4,
Pkc98E,7,
CG1958,11,
CG1965,2,
CG1969,6,
CG1970,5,
CG1971,2,
Drep-2,3,
Drep-2,14,
Drep-2,5,
Drep-2,10,
Or45a,16,
Or45a,1,
CG1983,15,
l(1)G0020,3,
CG1999,2,
bip2,79,
CG2010,4,
CG2025,1,
CG2034,27,
CG2046,1,
CG2046,82,
ftz,2,
ftz,2,
Lin29,20,
Lin29,61,
Lin29,55,
Cyp4e2,8,
CG2061,7,
Dok,10,
drpr,242,
CG2091,8,
CG2091,2,
flw,21,
Sym,17,
CG2107,13,
CG2107,30,
CG2120,15,
CG2124,1,
ci,2,
CG2129,5,
CG2144,3,
CG2145,2,
CG2147,1,
CG2157,3,
Nup50,2,
Nup50,8,
Socs44A,6,
Pabp2,67,
RpS3A,1,
RpS3A,2,
Myo10A,3,
Myo10A,3,
Xe7,2,
Mlc2,5,
Mlc2,24,
CG2186,3,
CG2199,19,
CG2199,2,
CG2199,3,
CG2199,2,
CG2202,2,
Galphao,1,
Galphao,1,
msd5,10,
Fer1HCH,3,
Fer1HCH,1,
Fer1HCH,1,
Arl4,2,
CG2224,8,
CG2224,11,
CG2225,5,
CG2225,14,
EF2,17,
jdp,7,
Rpt6R,2,
Rpt6R,17,
CG2246,1,
CG2246,3,
fs(1)h,5,
CG2256,1,
CG2256,2,
Ubc-E2H,1,
Ubc-E2H,10,
CG2258,26,
CstF-50,1,
magu,3,
Jra,3,
Jra,2,
CG2278,1,
CG2278,7,
CG2278,6,
CG2336,8,
CG2336,6,
Ccp84Ad,19,
Cyp6a13,2,
Amun,4,
FucT6,1,
CG2453,2,
CG2469,2,
sas,1,
alphaTub84D,2,
lap,3,
Cpr11A,11,
Cpr11A,3,
Cpr11A,9,
Cpr11A,5,
Cpr11A,8,
Fs(2)Ket,7,
HLH3B,1,
Taf7,14,
Taf7,4,
Sam-S,35,
Sam-S,8,
Sam-S,10,
Sam-S,1,
Sam-S,30,
CG2681,2,
CG2685,7,
gsb-n,1,
CG2694,33,
Pi3K21B,1,
Pi3K21B,2,
Pi3K21B,10,
CG2709,7,
dwg,1,
CG2712,2,
CG2712,52,
CG2712,1,
ttm50,17,
Syx4,6,
Syx4,9,
RpL19,4,
RpL19,2,
CG2747,32,
Snx1,2,
Hsp60B,68,
Cwc25,26,
Cwc25,13,
Cwc25,1,
Cwc25,54,
Cwc25,31,
Trn-SR,1,
Gsc,25,
Nle,2,
Parg,50,
CG2865,2,
Hrs,3,
Hrs,4,
CG2909,3,
nito,25,
nito,1,
nito,2,
nito,1,
yin,19,
kra,3,
CG2926,18,
CG2930,2,
CG2930,2,
CG2931,1,
CG2931,2,
gus,2,
gus,10,
gus,1,
gus,3,
rev7,2,
rev7,5,
mxt,1,
RpL40,3,
RpL40,2,
CG2972,5,
CG2975,6,
Inx7,19,
Yp2,6,
Yp2,8,
Pp2C1,5,
G9a,2,
GstT2,10,
Hex-A,8,
gem,3,
gem,19,
metro,5,
Tret1-1,34,
Tret1-1,1,
s-cup,16,
s-cup,1,
Blos1,2,
Blos1,1,
Zasp52,1,
CG30089,47,
jbug,1,
jbug,3,
jbug,1,
jbug,11,
GEFmeso,1,
GEFmeso,1,
CG30118,5,
CG30122,11,
CG30122,1,
mei-W68,27,
Hil,2,
CG3016,4,
CG3016,5,
CG30161,18,
Brca2,3,
Alas,2,
lwr,1,
lwr,1,
su(w[a]),1,
su(w[a]),1,
CG30263,2,
pyd3,7,
CG3032,53,
MED22,14,
MED22,1,
MED22,2,
cm,4,
cm,9,
cm,4,
ogre,2,
CG30409,13,
CG30409,2,
Atf-2,2,
Atf-2,3,
egg,10,
CG30431,34,
laccase2,2,
Traf4,6,
Traf4,1,
Prosap,4,
CG43340,2,
CG43340,3,
CG43340,1,
CG43340,9,
CG30493,5,
CG30497,50,
fa2h,5,
ssx,4,
ssx,3,
ssx,1,
Dim1,2,
Dim1,12,
mr,11,
CG3065,3,
Taf10b,12,
Taf10b,1,
Taf10b,6,
CG3071,4,
Nf-YC,1,
Nf-YC,6,
CG3081,22,
MAPk-Ak2,12,
MAPk-Ak2,3,
CG3088,5,
Sox14,2,
hfw,2,
heph,1,
CG31008,1,
cindr,1,
cindr,14,
CG31029,4,
Atg16,12,
Atg16,8,
Atg16,1,
CG31036,13,
CG31036,1,
Mhcl,13,
Mhcl,4,
Pask,6,
Nha2,1,
side,52,
CG42813,2,
CG3107,8,
CG31076,61,
CG31102,9,
CG31111,1,
PIG-S,1,
PIG-S,1,
CG31121,1,
CG31121,1,
CG31121,1,
CG31122,3,
CG31122,9,
CG31122,17,
Slimp,1,
Myo95E,25,
Syx1A,1,
ewg,2,
ewg,4,
ewg,2,
CG34376,1,
CG34376,21,
lqfR,3,
CG31176,9,
CG31211,1,
CG31211,26,
CG31211,11,
CG31211,15,
CG31211,3,
CG31211,23,
CG31211,5,
modSP,1,
modSP,1,
modSP,6,
CG31226,6,
CG44009,23,
tinc,121,
tinc,1,
CG31275,3,
CG31300,15,
Aats-met,1,
CG31342,8,
CG31357,4,
Atf6,113,
dpr17,9,
dpr17,7,
Adk2,73,
Adk2,13,
CG31457,1,
CG31472,40,
CG31475,4,
Rbp9,15,
CG43427,9,
Hph,7,
CG31550,15,
CG31550,2,
CG3160,3,
CG3160,2,
LS2,1,
LS2,2,
CG31635,2,
TrissinR,39,
CG31646,11,
CG31648,4,
PNUTS,35,
CG31680,4,
Tengl1,12,
CG31688,26,
CG31688,25,
Trim9,5,
IntS1,2,
CG31731,9,
yuri,1,
CG31760,2,
Pax,2,
Pax,1,
Pax,4,
CenG1A,4,
CG31813,2,
CG31820,2,
geminin,2,
geminin,1,
geminin,3,
geminin,4,
eIF-5A,3,
Dpit47,2,
Dpit47,27,
Peritrophin-15b,1,
CG31909,2,
CG31917,1,
CG31917,1,
crn,3,
crn,5,
crn,7,
crn,6,
crn,2,
crn,13,
RpL12,39,
CG31958,8,
Cda5,40,
Cda5,7,
CG3198,4,
CG3198,2,
CG3199,5,
CG3199,2,
CG31999,1,
CG31999,5,
CG31999,3,
Mlc-c,1,
4E-T,6,
Cpr66D,5,
Fhos,5,
Argk,12,
CG44838,16,
CG32055,22,
CG32086,3,
CG32086,10,
CG32086,2,
CG32086,4,
CG32086,1,
rols,1,
CG32100,1,
CG32100,1,
CG32100,23,
CG32100,105,
CG32103,14,
CG32104,24,
CG32104,3,
CG32105,53,
CG32105,16,
CG3213,11,
stv,11,
stv,4,
CG3214,3,
ome,1,
ome,1,
Mbs,11,
CG43373,3,
CG43373,28,
CkIIalpha-i3,1,
Lmpt,6,
Klp59C,4,
Klp59C,9,
CG32201,1,
CG32206,1,
CG3222,1,
CG32238,7,
CG3225,1,
CG32264,8,
insv,4,
insv,1,
CG42304,11,
CG42676,73,
Atac3,1,
CG43078,2,
CG32354,56,
CG32365,20,
CG32392,35,
Cpr65Av,3,
vito,5,
CG32425,5,
CG32432,2,
SPoCk,3,
Cog3,64,
CG32486,1,
CG32486,7,
mod(mdg4),1,
CG42684,3,
CG32572,10,
CG3259,17,
be,2,
Zfrp8,13,
Neto,79,
X11Lbeta,1,
X11Lbeta,17,
X11Lbeta,1,
ZAP3,12,
CG32687,4,
Hk,44,
Rab2,4,
CG32700,1,
CG32732,6,
CG32758,56,
CG32767,97,
CG32772,26,
Tif-IA,1,
Tif-IA,13,
CG32791,4,
boi,26,
CG32809,12,
CG32809,6,
CG32809,59,
CG32809,3,
CG3281,4,
inc,4,
inc,2,
eIF4E-7,1,
eIF4E-7,5,
eIF4E-7,1,
CG3294,38,
CG3294,7,
CG3294,11,
CG3295,5,
JhI-1,13,
mRpL27,2,
CG3301,17,
CG33017,1,
CG33017,14,
CG3308,13,
CG33096,36,
Rtnl1,4,
CG33129,1,
CG33129,3,
Patronin,4,
AGBE,1,
AGBE,2,
sns,7,
CG33144,3,
CG33156,2,
CG33156,3,
CG33156,15,
Cdk7,2,
CG33213,1,
CG33213,2,
CG33213,25,
CG33213,26,
spn-B,7,
E23,72,
e,26,
Nop60B,5,
CG3338,2,
Kr,4,
CG3342,6,
CG3342,9,
CG3342,2,
CG3342,2,
CG3342,5,
mRpL11,7,
drongo,90,
ebd1,3,
Oatp58Db,26,
Oatp58Db,1,
CG3386,5,
CG3386,2,
CG3394,61,
RpS9,46,
Pfrx,23,
CG3402,2,
Mob4,15,
Mfe2,2,
pall,11,
CG3430,10,
Coprox,9,
Rpt4,8,
Rpt4,32,
Nmd3,4,
CG3492,9,
CG3492,13,
CG3492,2,
Golgin245,10,
vir,2,
vir,13,
Su(H),6,
CG3499,28,
CG3501,20,
CG3501,41,
inaD,38,
inaD,4,
CG3511,15,
CG3517,11,
Start1,1,
eas,19,
CG3528,19,
CG3528,5,
CG3529,5,
CG3529,17,
CG42260,35,
CG3542,70,
CG3548,3,
CG3558,3,
CG3560,15,
CG3566,77,
U2af38,7,
U2af38,4,
qkr58E-3,3,
AdSL,4,
CG3605,2,
CG3610,25,
norpA,11,
CG3625,2,
Dll,5,
Dll,17,
CG3632,4,
Clp,13,
Clp,6,
bic,15,
bic,9,
bic,2,
CG3645,2,
stc,11,
CG3652,1,
RpL23,6,
CG3662,1,
Art2,18,
CG3678,11,
CG3678,7,
CG3680,1,
NDUFA8,3,
CG3687,4,
l(2)35Bd,12,
CG3689,68,
Pof,173,
CG3708,42,
CG3708,3,
CG3713,2,
CG3713,3,
dock,15,
dock,1,
dock,1,
dock,4,
MTF-1,2,
y,1,
esg,22,
esg,19,
esg,37,
CG3760,2,
CG3769,2,
CG3769,2,
a6,2,
numb,7,
CG3792,19,
eIF2B-epsilon,1,
Edem1,51,
