FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0015399	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	kek1	L	gg	
FBgn0003865	FBgn0024234	FBrf0183951	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0183951.html	tsg	gbb	gg	
FBgn0000490	FBgn0260003	FBrf0091302	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0091302.html	dpp	Dys	gg	
FBgn0003900	FBgn0267821	FBrf0138569	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138569.html	twi	da	gg	
FBgn0259927	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	CG42450	Nsf2	gg	
FBgn0003015	FBgn0020893	FBrf0090859	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090859.html	osk	Su(osk)K2	gg	
FBgn0026379	FBgn0030018	FBrf0167741	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167741.html	Pten	slpr	gg	
FBgn0010382	FBgn0082616	FBrf0180291	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180291.html	CycE	S(CycE<up>JP</up>)E9S1	gg	
FBgn0000117	FBgn0003525	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	stg	gg	
FBgn0001150	FBgn0262955	FBrf0054059	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054059.html	gt	RpII140	gg	
FBgn0002521	FBgn0002962	FBrf0074146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0074146.html	pho	nos	gg	
FBgn0013343	FBgn0083236	FBrf0188513	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188513.html	Syx1A	EP364	gg	
FBgn0003410	FBgn0013939	FBrf0077257	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0077257.html	sina	E(sina)4	gg	
FBgn0003731	FBgn0010389	FBrf0132430	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0132430.html	Egfr	htl	gg	
FBgn0000055	FBgn0003996	FBrf0111995	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111995.html	Adh	w	gg	
FBgn0027950	FBgn0262519	FBrf0180183	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180183.html	MBD-like	Mi-2	gg	
FBgn0010382	FBgn0020493	FBrf0105843	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105843.html	CycE	Dad	gg	
FBgn0003731	FBgn0003984	"FBrf0195051, FBrf0099460, FBrf0106043, FBrf0052884, FBrf0107294, FBrf0090788"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0195051.html, http://flybase.net/reports/FBrf0099460.html, http://flybase.net/reports/FBrf0106043.html, http://flybase.net/reports/FBrf0052884.html, http://flybase.net/reports/FBrf0107294.html, http://flybase.net/reports/FBrf0090788.html"	Egfr	vn	gg	
FBgn0004839	FBgn0025741	FBrf0139778	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139778.html	otk	PlexA	gg	
FBgn0003334	FBgn0004198	FBrf0090696	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090696.html	Scm	ct	gg	
FBgn0003721	FBgn0283451	FBrf0167639	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167639.html	Tm1	br	gg	
FBgn0000463	FBgn0010076	FBrf0057610	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0057610.html	Dl	Ni-K	gg	
FBgn0003975	FBgn0019947	FBrf0190744	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190744.html	vg	Psn	gg	
FBgn0002522	FBgn0003944	FBrf0086531	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086531.html	lab	Ubx	gg	
FBgn0001169	FBgn0001987	FBrf0128367	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128367.html	H	Gli	gg	
FBgn0003997	FBgn0004618	"FBrf0167623, FBrf0093501"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0167623.html, http://flybase.net/reports/FBrf0093501.html"	hid	gl	gg	
FBgn0004167	FBgn0259685	"FBrf0152113, FBrf0147164"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0152113.html, http://flybase.net/reports/FBrf0147164.html"	kst	crb	gg	
FBgn0000606	FBgn0001139	FBrf0135733	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135733.html	eve	gro	gg	
FBgn0002576	FBgn0023220	FBrf0090589	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090589.html	lz	E(lz)174	gg	
FBgn0011826	FBgn0063598	FBrf0149012	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149012.html	Pp2B-14D	CS3-1	gg	
FBgn0010382	FBgn0027053	FBrf0158863	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158863.html	CycE	CSN5	gg	
FBgn0005592	FBgn0278608	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl	Dsp1	gg	
FBgn0000382	FBgn0003256	FBrf0129810	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129810.html	csw	rl	gg	
FBgn0026267	FBgn0267978	"FBrf0104899, FBrf0179395"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0104899.html, http://flybase.net/reports/FBrf0179395.html"	ap::Lim3	ap	gg	
FBgn0002948	FBgn0019668	FBrf0091150	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0091150.html	nod	mwr	gg	
FBgn0003015	FBgn0020891	FBrf0090859	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090859.html	osk	Su(osk)M26	gg	
FBgn0001077	FBgn0082678	FBrf0180288	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180288.html	ftz	E(ftz)4758	gg	
FBgn0005386	FBgn0011715	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	ash1	Snr1	gg	
FBgn0000578	FBgn0264089	FBrf0128391	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128391.html	ena	sli	gg	
FBgn0000183	FBgn0000562	"FBrf0092619, FBrf0066276"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0092619.html, http://flybase.net/reports/FBrf0066276.html"	BicD	egl	gg	
FBgn0000097	FBgn0003997	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	aop	hid	gg	
FBgn0003731	FBgn0014057	FBrf0058535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058535.html	Egfr	Su(tor)2-408	gg	
FBgn0015376	FBgn0260985	FBrf0134541	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134541.html	cutlet	RfC4	gg	
FBgn0030057	FBgn0043362	FBrf0201672	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0201672.html	Ppt1	bchs	gg	
FBgn0039044	FBgn0262403	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	p53	mir-278	gg	
FBgn0005775	FBgn0011259	FBrf0130183	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130183.html	Con	Sema-1a	gg	
FBgn0000183	FBgn0016034	FBrf0091992	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0091992.html	BicD	mael	gg	
FBgn0000606	FBgn0002579	FBrf0086390	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086390.html	eve	RpL36	gg	
FBgn0003391	FBgn0004009	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	shg	wg	gg	
FBgn0005771	FBgn0267825	FBrf0187660	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187660.html	noc	L	gg	
FBgn0003285	FBgn0043994	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Su(rst)D207	gg	
FBgn0014459	FBgn0267791	FBrf0111834	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111834.html		HnRNP-K	gg	
FBgn0001169	FBgn0052521	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	H	CG32521	gg	
FBgn0003444	FBgn0083267	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)418	gg	
FBgn0004369	FBgn0014007	"FBrf0125454, FBrf0086377, FBrf0160478"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0125454.html, http://flybase.net/reports/FBrf0086377.html, http://flybase.net/reports/FBrf0160478.html"	Ptp99A	Ptp69D	gg	
FBgn0000015	FBgn0000439	FBrf0086531	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0086531.html	Abd-B	Dfd	gg	
FBgn0004647	FBgn0243512	FBrf0108309	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108309.html	N	puc	gg	
FBgn0014343	FBgn0015904	FBrf0101931	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0101931.html	mirr	ara	gg	
FBgn0003731	FBgn0023222	FBrf0099460	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0099460.html	Egfr	E(Egfr)C22	gg	
FBgn0000289	FBgn0001269	FBrf0130102	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130102.html	cg	inv	gg	
FBgn0000577	FBgn0004009	FBrf0111377	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0111377.html	en	wg	gg	
FBgn0003205	FBgn0040329	FBrf0125429	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125429.html	Ras85D	EY3-2	gg	
FBgn0003733	FBgn0014049	FBrf0058535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058535.html	tor	Su(tor)2-278	gg	
FBgn0016934	FBgn0085434	FBrf0102310	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0102310.html	smi61A	NaCP60E	gg	
FBgn0010303	FBgn0015805	FBrf0190553	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190553.html	hep	HDAC1	gg	
FBgn0000097	FBgn0015946	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	aop	grim	gg	
FBgn0259174	FBgn0264089	FBrf0151451	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151451.html	Nedd4	sli	gg	
FBgn0004618	FBgn0261617	FBrf0190701	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190701.html	gl	nej	gg	
FBgn0000117	FBgn0000578	FBrf0141596	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141596.html	arm	ena	gg	
FBgn0010452	FBgn0023095	"FBrf0148949, FBrf0193895, FBrf0139604"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0148949.html, http://flybase.net/reports/FBrf0193895.html, http://flybase.net/reports/FBrf0139604.html"	trn	caps	gg	
FBgn0003041	FBgn0003525	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	stg	gg	
FBgn0003366	FBgn0016794	"FBrf0088815, FBrf0088202, FBrf0151405, FBrf0123046, FBrf0126713"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0088815.html, http://flybase.net/reports/FBrf0088202.html, http://flybase.net/reports/FBrf0151405.html, http://flybase.net/reports/FBrf0123046.html, http://flybase.net/reports/FBrf0126713.html"	sev	dos	gg	
FBgn0004197	FBgn0263601	FBrf0187469	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187469.html	Ser	mib1	gg	
FBgn0026317	FBgn0030600	FBrf0167758	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167758.html	Tsc1	hiw	gg	
FBgn0010452	FBgn0013764	FBrf0139604	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139604.html	trn	Chi	gg	
FBgn0010382	FBgn0041844	FBrf0127183	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127183.html	CycE	E(Sev-CycE)D45	gg	
FBgn0003117	FBgn0011674	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	insc	gg	
FBgn0011766	FBgn0026261	FBrf0108515	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108515.html	E2f1	bonsai	gg	
FBgn0000241	FBgn0067868	FBrf0162143	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162143.html	bw	Mod(Prat:bw)3-7	gg	
FBgn0003205	FBgn0259228	FBrf0106038	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0106038.html	Ras85D	C3G	gg	
FBgn0000536	FBgn0002774	FBrf0038065	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0038065.html	eas	mle	gg	
FBgn0005592	FBgn0033636	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	btl	tou	gg	
FBgn0003041	FBgn0037705	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	mura	gg	
FBgn0004635	FBgn0265598	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	rho	Bx	gg	
FBgn0019686	FBgn0039044	FBrf0152305	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0152305.html	lok	p53	gg	
FBgn0004569	FBgn0266098	FBrf0149022	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149022.html	aos	rg	gg	
FBgn0004956	FBgn0030505	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	NFAT	gg	
FBgn0011648	FBgn0011655	"FBrf0102634, FBrf0102608"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0102634.html, http://flybase.net/reports/FBrf0102608.html"	Mad	Med	gg	
FBgn0003285	FBgn0044005	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	Su(rst)C134	gg	
FBgn0261873	FBgn0263289	FBrf0155997	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155997.html	sdt	scrib	gg	
FBgn0084112	FBgn0084500	FBrf0190712	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190712.html	E-3c7	lep	gg	
FBgn0003041	FBgn0267975	FBrf0199094	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0199094.html	pbl	vib	gg	
FBgn0051481	FBgn0262029	FBrf0032468	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0032468.html	pb	d	gg	
FBgn0003285	FBgn0044122	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	E(rst)B54	gg	
FBgn0003731	FBgn0052179	FBrf0151286	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151286.html	Egfr	Krn	gg	
FBgn0003410	FBgn0024357	FBrf0100609	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100609.html	sina	ES3-1	gg	
FBgn0001108	FBgn0015754	"FBrf0129938, FBrf0112050"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0129938.html, http://flybase.net/reports/FBrf0112050.html"	DCTN1-p150	Lis-1	gg	
FBgn0000108	FBgn0003380	FBrf0108290	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108290.html	Appl	Sh	gg	
FBgn0000179	FBgn0010303	FBrf0108559	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108559.html	bi	hep	gg	
FBgn0019662	FBgn0025373	FBrf0174539	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174539.html	qm	Fpps	gg	
FBgn0010303	FBgn0039044	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	hep	p53	gg	
FBgn0003334	FBgn0004034	FBrf0135809	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0135809.html	Scm	y	gg	
FBgn0004647	FBgn0028978	FBrf0128367	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128367.html	N	trbl	gg	
FBgn0003731	FBgn0084848	FBrf0190765	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190765.html	Egfr	l(3)S057101	gg	
FBgn0002121	FBgn0003118	FBrf0173064	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0173064.html	l(2)gl	pnt	gg	
FBgn0003218	FBgn0026166	FBrf0107054	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107054.html	rdgB	su(rdgB)82	gg	
FBgn0003310	FBgn0003366	"FBrf0073598, FBrf0108265"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0073598.html, http://flybase.net/reports/FBrf0108265.html"	S	sev	gg	
FBgn0004956	FBgn0034087	FBrf0190752	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190752.html	upd1	clu	gg	
FBgn0001148	FBgn0010382	FBrf0138373	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0138373.html	gsb	CycE	gg	
FBgn0000524	FBgn0004635	FBrf0076146	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0076146.html	dx	rho	gg	
FBgn0004198	FBgn0052380	FBrf0187644	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187644.html	ct	SMSr	gg	
FBgn0001269	FBgn0003444	FBrf0125341	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125341.html	inv	smo	gg	
FBgn0003053	FBgn0003175	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	peb	px	gg	
FBgn0001250	FBgn0264491	FBrf0104793	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0104793.html	if	how	gg	
FBgn0017551	FBgn0262699	FBrf0141469	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141469.html	Rca1	rap	gg	
FBgn0003520	FBgn0041093	FBrf0127231	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0127231.html	stau	stau::Mdoa\stau	gg	
FBgn0013984	FBgn0020386	FBrf0141724	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0141724.html	InR	Pdk1	gg	
FBgn0003577	FBgn0004170	FBrf0056191	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0056191.html	su(sc)r	sc	gg	
FBgn0003892	FBgn0005355	"FBrf0132285, FBrf0105900"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0132285.html, http://flybase.net/reports/FBrf0105900.html"	ptc	Su(fu)	gg	
FBgn0003410	FBgn0024359	FBrf0100609	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0100609.html	sina	ES1-1	gg	
FBgn0003996	FBgn0020058	FBrf0054964	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0054964.html	w	E(w<up>a</up>)706	gg	
FBgn0000212	FBgn0260789	FBrf0155516	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155516.html	brm	mxc	gg	
FBgn0003285	FBgn0044118	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	E(rst)B94	gg	
FBgn0004837	FBgn0264959	FBrf0107534	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0107534.html	Su(H)	Src42A	gg	
FBgn0011706	FBgn0011706	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	rpr	rpr	gg	
FBgn0003391	FBgn0260799	FBrf0155865	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0155865.html	shg	p120ctn	gg	
FBgn0032006	FBgn0083239	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Pvr	EP2444	gg	
FBgn0000588	FBgn0003862	"FBrf0129826, FBrf0188587"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0129826.html, http://flybase.net/reports/FBrf0188587.html"	esc	trx	gg	
FBgn0001297	FBgn0010303	FBrf0190553	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190553.html	kay	hep	gg	
FBgn0000547	FBgn0003118	FBrf0134572	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0134572.html	ed	pnt	gg	
FBgn0027054	FBgn0041171	FBrf0158863	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0158863.html	CSN4	ago	gg	
FBgn0010341	FBgn0011206	FBrf0187664	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187664.html	Cdc42	bol	gg	
FBgn0013764	FBgn0023095	FBrf0139604	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0139604.html	Chi	caps	gg	
FBgn0004647	FBgn0019823	FBrf0090844	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0090844.html	N	eH3	gg	
FBgn0002526	FBgn0003053	FBrf0180294	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180294.html	LanA	peb	gg	
FBgn0002576	FBgn0013755	FBrf0110190	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0110190.html	lz	Bro	gg	
FBgn0003444	FBgn0083303	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)1644	gg	
FBgn0001169	FBgn0004101	FBrf0149093	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0149093.html	H	bs	gg	
FBgn0004859	FBgn0261617	"FBrf0105823, FBrf0093058"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0105823.html, http://flybase.net/reports/FBrf0093058.html"	ci	nej	gg	
FBgn0002783	FBgn0002931	FBrf0174517	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0174517.html	mor	net	gg	
FBgn0000617	FBgn0003996	"FBrf0080045, FBrf0108279"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0080045.html, http://flybase.net/reports/FBrf0108279.html"	e(y)1	w	gg	
FBgn0004647	FBgn0022238	FBrf0128367	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128367.html	N	lolal	gg	
FBgn0010583	FBgn0033159	FBrf0128634	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0128634.html	dock	Dscam1	gg	
FBgn0003205	FBgn0010389	"FBrf0132294, FBrf0090576, FBrf0102648, FBrf0123191"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0132294.html, http://flybase.net/reports/FBrf0090576.html, http://flybase.net/reports/FBrf0102648.html, http://flybase.net/reports/FBrf0123191.html"	Ras85D	htl	gg	
FBgn0010303	FBgn0262614	FBrf0105943	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105943.html	hep	pyd	gg	
FBgn0000581	FBgn0010382	FBrf0151282	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0151282.html	E(Pc)	CycE	gg	
FBgn0011661	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	Moe	Nsf2	gg	
FBgn0014020	FBgn0020621	FBrf0108231	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108231.html	Rho1	Pkn	gg	
FBgn0011706	FBgn0262403	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	rpr	mir-278	gg	
FBgn0003997	FBgn0052521	FBrf0190751	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190751.html	hid	CG32521	gg	
FBgn0000490	FBgn0001325	FBrf0129693	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0129693.html	dpp	Kr	gg	
FBgn0000117	FBgn0261873	FBrf0123026	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0123026.html	arm	sdt	gg	
FBgn0014020	FBgn0035719	FBrf0202398	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0202398.html	Rho1	tow	gg	
FBgn0003733	FBgn0014040	FBrf0058535	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0058535.html	tor	Su(tor)1-163	gg	
FBgn0000629	FBgn0003330	"FBrf0141551, FBrf0079925"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0141551.html, http://flybase.net/reports/FBrf0079925.html"	E(z)	Sce	gg	
FBgn0001990	FBgn0010441	FBrf0193565	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0193565.html	wek	pll	gg	
FBgn0002524	FBgn0003392	FBrf0157218	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0157218.html	lace	shi	gg	
FBgn0014011	FBgn0041203	FBrf0180582	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0180582.html	Rac2	LIMK1	gg	
FBgn0002945	FBgn0003371	FBrf0125452	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0125452.html	nkd	sgg	gg	
FBgn0003189	FBgn0026720	FBrf0108258	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0108258.html	r	fs(1)pyr	gg	
FBgn0000212	FBgn0261885	"FBrf0155711, FBrf0107412, FBrf0124978"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0155711.html, http://flybase.net/reports/FBrf0107412.html, http://flybase.net/reports/FBrf0124978.html"	brm	osa	gg	
FBgn0003285	FBgn0044120	FBrf0130106	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0130106.html	rst	E(rst)B80	gg	
FBgn0014949	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	btn	Nsf2	gg	
FBgn0259984	FBgn0266464	FBrf0187645	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187645.html	kuz	Nsf2	gg	
FBgn0001250	FBgn0004101	"FBrf0064744, FBrf0104793"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0064744.html, http://flybase.net/reports/FBrf0104793.html"	if	bs	gg	
FBgn0040477	FBgn0266916	FBrf0187592	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0187592.html	cid	Cenp-C	gg	
FBgn0011648	FBgn0024234	FBrf0194511	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0194511.html	Mad	gbb	gg	
FBgn0010382	FBgn0262699	"FBrf0195204, FBrf0098351"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0195204.html, http://flybase.net/reports/FBrf0098351.html"	CycE	rap	gg	
FBgn0003731	FBgn0010434	"FBrf0073060, FBrf0105869"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0073060.html, http://flybase.net/reports/FBrf0105869.html"	Egfr	cora	gg	
FBgn0003444	FBgn0083268	FBrf0188528	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0188528.html	smo	E(smoDN)391	gg	
FBgn0000241	FBgn0067876	FBrf0162143	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0162143.html	bw	Mod(Prat:bw)3-10	gg	
FBgn0019804	FBgn0043581	FBrf0131317	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131317.html	ksr::tor	MESK1	gg	
FBgn0003117	FBgn0035956	FBrf0190316	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0190316.html	pnr	Doc2	gg	
FBgn0069445	FBgn0265434	FBrf0167639	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0167639.html	E(br)444	zip	gg	
FBgn0000229	FBgn0026323	"FBrf0127351, FBrf0135880"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0127351.html, http://flybase.net/reports/FBrf0135880.html"	bsk	Tak1	gg	
FBgn0003366	FBgn0004889	FBrf0105879	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0105879.html	sev	tws	gg	
FBgn0002783	FBgn0010382	"FBrf0151282, FBrf0180291"	20-Nov-15	2015_12	"http://flybase.net/reports/FBrf0151282.html, http://flybase.net/reports/FBrf0180291.html"	mor	CycE	gg	
FBgn0005671	FBgn0010313	FBrf0145129	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0145129.html	Vha55	corto	gg	
FBgn0003267	FBgn0043595	FBrf0131272	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0131272.html	ro	E(ro<up>DOM</up>)1801	gg	
FBgn0003117	FBgn0262160	FBrf0147055	20-Nov-15	2015_12	http://flybase.net/reports/FBrf0147055.html	pnr	CG9932	gg	
